주문일자,지역,채널,카테고리,수량,단가,할인율,매출
2024-10-27,대전,오프라인,식품,7,129551,0.03,879651.0
2024-11-02,서울,온라인,의류,11,31170,0.12,301726.0
2024-06-12,부산,오프라인,식품,6,176552,0.12,932195.0
2024-01-15,광주,온라인,도서,7,6884,0.19,39032.0
2024-06-15,서울,온라인,식품,8,88061,0.16,591770.0
2024-03-14,부산,온라인,가전,5,89659,0.26,331738.0
2024-02-11,대전,온라인,의류,2,199228,0.0,398456.0
2024-02-15,대전,온라인,뷰티,6,22456,0.23,103747.0
2024-09-12,대전,모바일앱,의류,10,97780,0.01,968022.0
2024-07-03,인천,온라인,식품,4,74761,0.09,272130.0
2024-07-16,서울,온라인,가전,10,24051,0.26,177977.0
2024-09-29,서울,모바일앱,뷰티,10,48629,0.21,384169.0
2024-07-19,부산,온라인,도서,3,87305,0.05,248819.0
2024-08-18,대구,온라인,가전,7,183687,0.15,1092938.0
2024-02-01,부산,오프라인,가전,9,80702,0.22,566528.0
2024-11-07,대구,모바일앱,가전,6,176610,0.28,762955.0
2024-06-13,부산,오프라인,식품,8,148083,0.19,959578.0
2024-02-26,인천,온라인,뷰티,11,164693,0.01,1793507.0
2024-10-24,서울,모바일앱,가전,7,171479,0.15,1020300.0
2024-09-25,서울,온라인,뷰티,10,144219,0.05,1370080.0
2024-01-20,서울,모바일앱,가전,9,148018,0.01,1318840.0
2024-03-11,서울,모바일앱,도서,9,35044,0.18,258625.0
2024-01-06,광주,모바일앱,식품,10,144824,0.23,1115145.0
2024-04-09,부산,온라인,뷰티,3,14431,0.01,42860.0
2024-02-06,서울,온라인,의류,1,148793,0.24,113083.0
2024-09-16,인천,오프라인,식품,2,132508,0.21,209363.0
2024-07-10,대구,오프라인,식품,3,152602,0.23,352511.0
2024-12-24,서울,오프라인,뷰티,8,130240,0.07,968986.0
2024-10-01,서울,모바일앱,의류,6,76894,0.12,406000.0
2024-08-11,서울,오프라인,식품,6,77037,0.04,443733.0
2024-07-05,인천,온라인,도서,1,121249,0.07,112762.0
2024-01-20,서울,온라인,의류,8,97173,0.09,707419.0
2024-01-26,서울,온라인,도서,5,71411,0.1,321350.0
2024-08-13,서울,온라인,의류,9,100384,0.05,858283.0
2024-01-02,대구,온라인,가전,2,109635,0.06,206114.0
2024-01-16,서울,모바일앱,가전,4,51785,0.27,151212.0
2024-03-21,광주,오프라인,가전,1,129450,0.24,98382.0
2024-11-19,서울,오프라인,의류,4,66262,0.1,238543.0
2024-06-16,대구,온라인,의류,11,57210,0.28,453103.0
2024-09-16,부산,오프라인,도서,6,86585,0.07,483144.0
2024-05-30,부산,모바일앱,뷰티,5,25140,0.12,110616.0
2024-03-04,서울,모바일앱,가전,4,122619,0.24,372762.0
2024-05-15,광주,오프라인,뷰티,3,148010,0.13,386306.0
2024-02-03,광주,모바일앱,뷰티,8,191384,0.07,1423897.0
2024-10-08,서울,오프라인,도서,11,60303,0.11,590366.0
2024-03-08,서울,온라인,의류,9,110004,0.15,841531.0
2024-05-17,대전,모바일앱,가전,9,103192,0.19,752270.0
2024-12-24,부산,온라인,가전,6,147576,0.12,779201.0
2024-08-04,서울,온라인,가전,2,126845,0.13,220710.0
2024-06-16,서울,온라인,도서,8,162365,0.08,1195006.0
2024-07-17,인천,오프라인,의류,9,170874,0.16,1291807.0
2024-10-13,인천,오프라인,가전,6,27134,0.07,151408.0
2024-04-03,대구,오프라인,가전,2,74234,0.26,109866.0
2024-08-20,대전,온라인,가전,8,132359,0.22,825920.0
2024-11-15,부산,온라인,도서,11,111032,0.12,1074790.0
2024-07-28,서울,모바일앱,도서,3,99011,0.22,231686.0
2024-06-12,부산,온라인,도서,2,38766,0.0,77532.0
2024-02-23,부산,모바일앱,가전,9,116624,0.1,944654.0
2024-03-31,서울,온라인,가전,4,149413,0.13,519957.0
2024-12-12,서울,오프라인,가전,8,12491,0.14,85938.0
2024-07-17,부산,오프라인,도서,8,120356,0.22,751021.0
2024-04-20,인천,모바일앱,도서,3,181712,0.29,387047.0
2024-06-02,서울,온라인,식품,1,116877,0.11,104021.0
2024-07-30,부산,모바일앱,가전,7,190792,0.11,1188634.0
2024-07-15,대구,오프라인,식품,5,73752,0.18,302383.0
2024-09-13,대구,오프라인,뷰티,10,5678,0.08,52238.0
2024-04-04,인천,오프라인,가전,4,138002,0.04,529928.0
2024-08-25,광주,온라인,도서,3,46494,0.29,99032.0
2024-06-11,인천,온라인,의류,10,6888,0.24,52349.0
2024-12-10,서울,온라인,가전,9,40137,0.29,2051800.0
2024-02-27,부산,온라인,뷰티,7,187135,0.07,1218249.0
2024-02-24,대구,오프라인,의류,11,157354,0.01,1713585.0
2024-06-17,서울,온라인,도서,9,58627,0.13,459049.0
2024-07-05,서울,온라인,가전,10,121625,0.28,875700.0
2024-09-09,서울,온라인,식품,9,71170,0.04,614909.0
2024-05-27,부산,온라인,도서,5,39580,0.04,189984.0
2024-11-30,부산,온라인,도서,1,197734,0.02,193779.0
2024-06-22,서울,오프라인,가전,7,163724,0.23,882472.0
2024-02-17,광주,온라인,도서,9,75879,0.24,519012.0
2024-02-13,대전,모바일앱,뷰티,11,73927,0.21,642426.0
2024-12-22,서울,온라인,도서,8,164040,0.02,1286074.0
2024-02-19,대전,온라인,식품,7,94867,0.22,517974.0
2024-12-12,서울,모바일앱,뷰티,7,78505,0.13,478095.0
2024-04-11,대전,온라인,도서,2,80524,0.05,152996.0
2024-02-04,대전,온라인,가전,1,92127,0.09,83836.0
2024-04-21,서울,모바일앱,가전,1,106669,0.15,90669.0
2024-08-12,인천,모바일앱,뷰티,10,12814,0.1,115326.0
2024-06-05,대전,오프라인,식품,9,98627,,630227.0
2024-10-14,대전,온라인,가전,3,90793,0.14,234246.0
2024-08-11,대전,오프라인,의류,5,58543,0.11,260516.0
2024-05-26,대구,모바일앱,의류,6,74301,0.2,356645.0
2024-08-20,서울,모바일앱,의류,3,87788,0.2,210691.0
2024-12-21,광주,온라인,도서,5,76383,0.0,381915.0
2024-05-30,대구,온라인,뷰티,4,182125,0.19,590085.0
2024-02-26,대구,온라인,도서,8,108061,0.07,803974.0
2024-05-29,부산,온라인,가전,9,103064,0.11,825543.0
2024-11-03,대구,오프라인,가전,2,56272,0.21,88910.0
2024-03-20,서울,온라인,가전,6,183695,0.17,914801.0
2024-12-13,인천,온라인,식품,11,9521,0.11,93211.0
2024-08-03,서울,온라인,식품,10,112274,0.05,1066603.0
2024-08-08,인천,온라인,뷰티,9,37916,0.15,290057.0
2024-04-26,광주,온라인,식품,9,154919,0.1,1254844.0
2024-12-02,부산,온라인,가전,1,78763,0.27,57497.0
2024-01-14,부산,온라인,뷰티,11,62250,0.16,575190.0
2024-04-19,서울,모바일앱,식품,9,16300,0.26,108558.0
2024-06-02,대전,온라인,뷰티,10,159130,0.12,1400344.0
2024-06-23,인천,오프라인,도서,10,82314,0.25,617355.0
2024-06-22,부산,온라인,뷰티,3,56542,0.02,166233.0
2024-02-24,서울,온라인,뷰티,1,169637,0.09,154370.0
2024-03-23,서울,온라인,가전,8,8812,0.02,69086.0
2024-02-04,부산,온라인,도서,6,96422,0.01,572747.0
2024-07-28,대전,온라인,의류,1,36342,0.28,26166.0
2024-05-08,인천,온라인,도서,3,29759,0.22,69636.0
2024-07-26,서울,오프라인,도서,11,9222,0.19,82168.0
2024-08-03,광주,온라인,의류,4,41473,0.16,139349.0
2024-09-13,부산,온라인,식품,3,189677,0.17,472296.0
2024-07-19,광주,오프라인,뷰티,8,91876,0.19,595356.0
2024-08-25,서울,온라인,도서,8,199995,0.25,1199970.0
2024-08-02,대구,온라인,뷰티,4,57123,0.18,187363.0
2024-08-26,대전,온라인,식품,10,153634,0.22,1198345.0
2024-08-13,서울,온라인,뷰티,7,22472,0.08,144720.0
2024-04-25,인천,온라인,식품,2,26084,0.29,37039.0
2024-03-31,대전,모바일앱,의류,4,8197,0.01,32460.0
2024-10-15,서울,모바일앱,뷰티,10,180294,0.12,1586587.0
2024-05-05,서울,모바일앱,식품,1,135966,0.26,100615.0
2024-07-19,인천,온라인,식품,1,150036,0.05,142534.0
2024-03-13,서울,온라인,뷰티,8,185830,0.04,1427174.0
2024-06-06,서울,온라인,뷰티,5,69787,0.11,310552.0
2024-07-12,부산,온라인,식품,3,145894,0.13,380783.0
2024-08-17,인천,온라인,식품,6,102944,0.28,444718.0
2024-07-11,서울,온라인,식품,3,110818,0.25,249340.0
2024-05-12,서울,온라인,가전,5,134043,0.14,576385.0
2024-12-18,광주,온라인,의류,3,96639,0.29,205841.0
2024-07-06,부산,온라인,식품,7,9689,0.19,54937.0
2024-10-22,광주,오프라인,뷰티,8,19636,0.26,116245.0
2024-09-26,부산,온라인,가전,11,102800,0.07,1051644.0
2024-07-23,대전,모바일앱,도서,1,116132,0.15,98712.0
2024-11-20,인천,온라인,의류,4,147817,0.01,585355.0
2024-02-16,서울,오프라인,도서,3,116576,0.0,349728.0
2024-12-03,광주,온라인,가전,7,41703,0.21,230618.0
2024-11-07,부산,온라인,의류,6,76530,0.04,440813.0
2024-07-03,서울,온라인,도서,10,91539,0.16,768928.0
2024-09-25,서울,온라인,식품,11,196869,0.21,1710792.0
2024-07-09,인천,오프라인,뷰티,9,108843,0.01,969791.0
2024-04-08,서울,온라인,의류,3,128820,0.13,336220.0
2024-10-19,서울,온라인,식품,1,148435,0.21,117264.0
2024-03-31,서울,모바일앱,가전,10,75636,0.27,552143.0
2024-04-25,부산,온라인,가전,11,193068,0.09,1932611.0
2024-07-09,부산,오프라인,의류,3,136607,0.29,290973.0
2024-11-02,부산,오프라인,의류,1,170413,0.25,127810.0
2024-05-20,서울,온라인,뷰티,8,151098,0.2,967027.0
2024-06-29,서울,온라인,도서,7,126196,0.12,777367.0
2024-01-16,대구,온라인,가전,10,11020,0.21,87058.0
2024-02-12,부산,오프라인,의류,7,118809,0.24,632064.0
2024-01-21,인천,온라인,의류,9,30254,0.09,247780.0
2024-01-27,서울,온라인,가전,9,122621,0.3,772512.0
2024-11-13,서울,온라인,도서,1,141772,0.27,103494.0
2024-11-04,서울,모바일앱,의류,2,111309,0.15,189225.0
2024-10-27,부산,오프라인,가전,9,65145,0.22,457318.0
2024-01-21,부산,모바일앱,의류,2,16575,0.16,27846.0
2024-01-29,광주,오프라인,도서,3,135855,0.23,313825.0
2024-04-12,부산,오프라인,식품,9,141167,0.25,952877.0
2024-07-25,부산,온라인,식품,3,98197,0.01,291645.0
2024-05-02,대구,모바일앱,가전,2,144685,0.02,283583.0
2024-06-27,서울,오프라인,식품,1,156927,0.1,141234.0
2024-03-04,부산,온라인,뷰티,6,104933,0.28,453311.0
2024-09-24,서울,오프라인,도서,8,14296,0.12,100644.0
2024-04-24,부산,오프라인,가전,9,174725,0.27,1147943.0
2024-01-25,서울,온라인,의류,10,96013,0.14,825712.0
2024-09-28,인천,온라인,가전,8,136125,0.09,990990.0
2024-11-26,대전,온라인,의류,9,182628,0.27,1199866.0
2024-01-06,서울,모바일앱,가전,3,75719,0.17,188540.0
2024-06-08,대구,온라인,도서,4,126288,0.11,449585.0
2024-10-29,인천,모바일앱,의류,4,8840,0.01,35006.0
2024-09-15,서울,온라인,도서,1,177584,0.03,172256.0
2024-11-09,인천,오프라인,의류,11,16536,0.04,174620.0
2024-05-31,대구,온라인,식품,3,110519,0.11,295086.0
2024-05-16,대전,모바일앱,식품,5,73600,,301760.0
2024-09-16,대전,온라인,식품,4,11978,0.09,43600.0
2024-02-26,서울,온라인,의류,1,95110,0.02,93208.0
2024-03-28,부산,온라인,의류,10,187440,0.08,1724448.0
2024-08-07,부산,온라인,도서,3,37539,0.12,99103.0
2024-09-01,서울,온라인,가전,2,61993,0.3,86790.0
2024-02-13,서울,오프라인,식품,4,41919,0.12,147555.0
2024-07-05,대전,모바일앱,뷰티,2,29369,0.03,56976.0
2024-05-13,서울,오프라인,뷰티,11,49891,0.17,455505.0
2024-07-02,부산,오프라인,뷰티,3,116507,0.28,251655.0
2024-12-16,광주,온라인,식품,4,157200,0.24,477888.0
2024-01-29,서울,모바일앱,가전,3,139610,0.25,314122.0
2024-12-30,부산,모바일앱,가전,1,155401,0.28,111889.0
2024-06-13,대전,온라인,가전,1,144542,0.19,117079.0
2024-10-09,부산,모바일앱,뷰티,6,79673,0.3,334627.0
2024-06-04,서울,온라인,뷰티,3,180547,0.01,536225.0
2024-04-23,서울,모바일앱,뷰티,1,38611,0.25,28958.0
2024-10-09,대전,모바일앱,도서,4,141456,0.26,418710.0
2024-09-08,서울,오프라인,식품,4,26627,0.28,76686.0
2024-02-22,부산,온라인,의류,5,154289,0.14,663443.0
2024-09-15,서울,오프라인,뷰티,11,21990,0.24,183836.0
2024-10-02,부산,온라인,뷰티,4,47155,,177303.0
2024-05-21,대전,오프라인,의류,8,81299,0.18,533321.0
2024-12-04,부산,온라인,뷰티,9,140421,0.11,1124772.0
2024-08-22,대전,오프라인,식품,1,13880,0.18,11382.0
2024-05-02,서울,모바일앱,의류,6,55184,0.2,264883.0
2024-01-04,부산,온라인,뷰티,5,70058,0.1,315261.0
2024-09-04,광주,온라인,식품,6,147549,0.06,832176.0
2024-03-17,부산,오프라인,도서,2,192498,0.1,346496.0
2024-10-03,서울,온라인,의류,6,124762,0.2,598858.0
2024-07-11,광주,온라인,식품,2,103963,0.2,166341.0
2024-06-19,부산,온라인,식품,11,70574,0.22,605525.0
2024-02-29,부산,온라인,도서,7,165415,0.04,1111589.0
2024-09-17,대전,오프라인,의류,1,25912,0.25,19434.0
2024-03-01,서울,오프라인,식품,6,30206,0.21,143176.0
2024-06-01,서울,온라인,도서,11,44230,0.01,481665.0
2024-11-02,서울,온라인,가전,9,57275,0.1,463928.0
2024-12-02,부산,온라인,가전,4,95011,0.14,326838.0
2024-12-28,서울,온라인,뷰티,10,189576,0.11,1687226.0
2024-12-16,인천,오프라인,도서,3,131826,0.04,379659.0
2024-07-22,서울,온라인,의류,3,79792,0.06,225013.0
2024-03-14,인천,오프라인,가전,2,46246,0.01,91567.0
2024-11-03,서울,모바일앱,의류,11,131439,0.03,1402454.0
2024-10-20,부산,오프라인,의류,8,54361,0.08,400097.0
2024-12-28,서울,오프라인,의류,6,195344,0.25,879048.0
2024-08-26,인천,온라인,가전,8,98156,,659608.0
2024-02-21,부산,온라인,의류,3,112403,0.13,293372.0
2024-07-03,부산,온라인,의류,1,181182,0.2,144946.0
2024-06-13,광주,오프라인,식품,10,64542,0.16,542153.0
2024-11-04,대구,모바일앱,가전,11,97001,0.04,1024331.0
2024-05-23,서울,온라인,뷰티,1,108729,0.07,101118.0
2024-04-30,대전,온라인,도서,1,57859,0.07,53809.0
2024-01-30,서울,온라인,도서,7,15654,0.18,89854.0
2024-11-01,서울,오프라인,도서,1,60330,0.14,51884.0
2024-10-03,부산,오프라인,도서,8,26912,0.12,189460.0
2024-01-16,서울,오프라인,가전,11,136757,0.17,1248591.0
2024-06-07,서울,모바일앱,의류,4,6398,0.29,18170.0
2024-06-24,인천,온라인,뷰티,4,66716,0.09,242846.0
2024-06-20,서울,오프라인,식품,10,177420,0.16,1490328.0
2024-12-02,광주,오프라인,뷰티,4,115880,0.14,398627.0
2024-02-25,대전,온라인,가전,3,135899,0.21,322081.0
2024-04-22,대구,모바일앱,식품,1,135360,0.22,105581.0
2024-03-07,인천,온라인,식품,10,63174,0.22,492757.0
2024-03-30,인천,오프라인,도서,11,128302,0.06,1326643.0
2024-11-27,대전,오프라인,가전,1,48126,0.13,41870.0
2024-12-10,서울,모바일앱,식품,9,128922,0.24,881826.0
2024-01-17,서울,오프라인,도서,2,138199,0.11,245994.0
2024-08-19,부산,온라인,식품,2,175847,0.3,246186.0
2024-03-26,부산,모바일앱,뷰티,5,184308,0.11,820171.0
2024-03-11,서울,오프라인,뷰티,5,9676,0.15,41123.0
2024-04-16,대구,오프라인,식품,10,63332,0.14,544655.0
2024-03-12,서울,오프라인,의류,8,111687,0.13,777342.0
2024-06-28,대전,온라인,식품,2,67704,0.25,101556.0
2024-12-30,서울,오프라인,식품,7,125622,0.05,835386.0
2024-08-02,서울,모바일앱,도서,10,171576,0.17,1424081.0
2024-09-21,서울,온라인,식품,8,55316,0.19,358448.0
2024-06-29,서울,온라인,가전,3,179208,0.26,397842.0
2024-01-06,서울,모바일앱,식품,2,176993,0.18,290269.0
2024-01-31,서울,오프라인,뷰티,5,183237,0.29,650491.0
2024-04-08,서울,모바일앱,식품,6,19339,0.26,85865.0
2024-03-30,서울,온라인,식품,4,62165,0.1,1790352.0
2024-11-03,부산,모바일앱,도서,2,29201,0.26,43217.0
2024-11-04,부산,온라인,가전,2,28460,0.29,40413.0
2024-11-08,서울,오프라인,식품,6,15363,0.08,84804.0
2024-08-21,서울,온라인,가전,11,90799,0.18,819007.0
2024-07-22,서울,오프라인,뷰티,7,22008,0.08,141732.0
2024-08-25,서울,모바일앱,뷰티,5,62674,0.19,253830.0
2024-05-28,서울,오프라인,도서,11,196365,0.03,2095215.0
2024-09-02,인천,오프라인,식품,8,177353,0.22,1106683.0
2024-10-17,대전,온라인,도서,8,187732,0.13,1306615.0
2024-10-06,대전,오프라인,도서,7,12143,0.18,69701.0
2024-08-12,부산,오프라인,뷰티,9,133877,0.01,1192844.0
2024-01-22,부산,온라인,가전,6,128606,0.21,609592.0
2024-09-22,서울,오프라인,도서,7,30889,0.15,183790.0
2024-05-14,인천,모바일앱,가전,7,181705,0.19,1030267.0
2024-09-29,인천,오프라인,의류,9,83853,0.09,686756.0
2024-07-16,광주,오프라인,뷰티,10,195450,0.04,1876320.0
2024-11-18,광주,온라인,가전,4,27225,0.13,94743.0
2024-05-03,부산,오프라인,가전,8,131775,0.28,759024.0
2024-12-06,인천,온라인,뷰티,1,30493,0.07,28358.0
2024-11-05,광주,온라인,가전,6,190234,0.2,913123.0
2024-05-01,서울,온라인,도서,10,123481,0.01,1222462.0
2024-06-25,대전,온라인,의류,8,19753,0.22,123259.0
2024-07-13,서울,온라인,식품,3,46890,0.07,130823.0
2024-10-08,대전,오프라인,뷰티,7,75059,0.14,451855.0
2024-09-09,인천,온라인,뷰티,4,7507,0.11,26725.0
2024-11-07,서울,온라인,식품,5,6699,,32490.0
2024-05-15,인천,온라인,가전,3,185468,0.1,500764.0
2024-07-03,서울,오프라인,가전,7,196330,0.11,1223136.0
2024-06-06,인천,온라인,가전,3,109561,0.16,276094.0
2024-11-28,인천,온라인,뷰티,5,181031,0.29,642660.0
2024-04-21,대구,오프라인,의류,11,132768,0.14,1255985.0
2024-08-02,광주,온라인,도서,9,10470,0.27,68788.0
2024-02-13,서울,모바일앱,식품,5,144326,0.14,620602.0
2024-11-07,서울,온라인,뷰티,11,8535,0.03,91068.0
2024-05-20,부산,온라인,도서,1,164218,0.07,152723.0
2024-05-04,서울,온라인,도서,11,76559,0.12,741091.0
2024-08-01,부산,오프라인,의류,4,32545,0.1,117162.0
2024-07-01,서울,온라인,도서,10,55414,0.26,410064.0
2024-11-06,부산,모바일앱,의류,11,138253,0.2,1216626.0
2024-07-13,부산,온라인,식품,7,170151,0.17,988577.0
2024-07-08,광주,오프라인,의류,7,116291,0.15,691931.0
2024-02-08,서울,온라인,식품,9,36294,,287448.0
2024-01-09,광주,온라인,뷰티,3,180530,0.18,444104.0
2024-05-25,부산,온라인,도서,2,159176,0.04,305618.0
2024-12-31,서울,오프라인,도서,4,84924,0.05,322711.0
2024-12-01,부산,온라인,도서,6,113119,0.09,617630.0
2024-08-18,부산,모바일앱,의류,9,192966,0.05,1649859.0
2024-08-18,서울,오프라인,뷰티,3,78591,0.2,188618.0
2024-05-23,부산,모바일앱,식품,7,10025,0.01,69473.0
2024-03-05,서울,온라인,의류,1,33415,0.05,31744.0
2024-01-04,부산,오프라인,가전,1,122061,0.27,89105.0
2024-05-04,대구,오프라인,식품,11,199549,0.3,1536527.0
2024-04-25,부산,오프라인,의류,10,149280,0.15,1268880.0
2024-03-11,광주,모바일앱,의류,10,125507,0.15,1066810.0
2024-04-04,서울,오프라인,뷰티,4,67985,0.23,209394.0
2024-01-10,대전,모바일앱,도서,6,90679,0.01,538633.0
2024-08-10,인천,오프라인,의류,8,12482,0.13,86875.0
2024-12-05,대전,온라인,의류,3,77369,0.03,225144.0
2024-09-09,광주,오프라인,도서,9,126576,0.12,1002482.0
2024-06-13,서울,온라인,도서,8,181617,0.3,1017055.0
2024-06-02,부산,모바일앱,식품,5,184872,0.23,711757.0
2024-04-22,서울,모바일앱,의류,5,165132,0.3,577962.0
2024-02-22,광주,온라인,의류,4,9192,0.22,28679.0
2024-08-07,대구,온라인,가전,9,163181,0.18,1204276.0
2024-07-26,서울,온라인,뷰티,11,47630,0.23,403426.0
2024-01-03,대전,온라인,의류,11,125158,0.2,1101390.0
2024-06-01,서울,온라인,식품,9,189545,0.14,1467078.0
2024-04-11,대구,오프라인,도서,4,178151,0.09,648470.0
2024-03-03,인천,오프라인,도서,9,134560,0.16,1017274.0
2024-09-14,서울,모바일앱,뷰티,3,63359,0.08,174871.0
2024-07-11,대구,온라인,가전,10,106572,0.15,905862.0
2024-08-19,광주,오프라인,의류,3,142222,0.04,409599.0
2024-09-18,서울,온라인,가전,5,105271,0.17,436875.0
2024-12-25,부산,모바일앱,의류,2,83867,0.07,155993.0
2024-10-20,서울,온라인,의류,1,83554,0.09,76034.0
2024-08-15,인천,온라인,의류,5,121999,0.15,518496.0
2024-11-17,서울,온라인,뷰티,7,11977,0.05,79647.0
2024-06-23,대전,모바일앱,의류,1,199639,0.29,141744.0
2024-12-26,광주,온라인,의류,10,24902,0.13,216647.0
2024-10-05,서울,오프라인,가전,2,196982,0.11,350628.0
2024-08-26,서울,오프라인,식품,11,11898,0.01,129569.0
2024-11-26,대구,오프라인,뷰티,3,104960,0.25,236160.0
2024-07-07,인천,온라인,의류,5,86428,0.19,350033.0
2024-09-20,부산,온라인,뷰티,2,116903,0.12,205749.0
2024-04-14,서울,온라인,의류,10,89546,0.07,832778.0
2024-12-18,서울,온라인,의류,9,179977,0.22,1263439.0
2024-08-16,대전,오프라인,의류,1,8249,0.28,5939.0
2024-10-13,부산,온라인,의류,2,197198,0.11,351012.0
2024-06-17,광주,온라인,가전,7,139439,0.04,937030.0
2024-11-13,부산,온라인,가전,10,156828,0.03,1521232.0
2024-01-28,대전,오프라인,의류,2,32262,0.0,64524.0
2024-02-11,서울,온라인,의류,3,17710,0.22,41441.0
2024-07-04,서울,오프라인,의류,6,82419,0.29,351105.0
2024-09-25,대전,온라인,의류,2,67914,0.3,95080.0
2024-10-23,대전,모바일앱,식품,4,157676,0.24,479335.0
2024-06-10,서울,오프라인,도서,1,179829,0.05,170838.0
2024-08-25,부산,온라인,도서,6,88355,0.29,376392.0
2024-07-21,부산,온라인,가전,8,154828,0.1,1114762.0
2024-12-17,부산,온라인,의류,5,16614,0.1,74763.0
2024-08-27,서울,온라인,도서,3,149735,0.21,354872.0
2024-06-01,광주,온라인,도서,5,24370,0.01,120632.0
2024-12-20,서울,모바일앱,식품,6,135245,0.25,608602.0
2024-02-09,인천,오프라인,뷰티,2,79519,0.3,111327.0
2024-12-26,서울,온라인,도서,2,85976,0.23,132403.0
2024-02-26,서울,오프라인,의류,2,58888,0.23,90688.0
2024-04-15,인천,온라인,도서,11,83632,0.12,809558.0
2024-10-27,서울,모바일앱,뷰티,8,175511,0.02,1376006.0
2024-09-25,인천,온라인,식품,2,162741,0.24,247366.0
2024-12-21,서울,오프라인,가전,4,71361,0.18,234064.0
2024-10-01,대전,오프라인,의류,5,62287,0.27,227348.0
2024-08-21,인천,온라인,가전,2,104277,0.03,202297.0
2024-05-06,광주,온라인,뷰티,10,138542,0.09,1260732.0
2024-01-02,서울,온라인,뷰티,11,40556,0.11,397043.0
2024-02-15,서울,모바일앱,도서,3,146610,0.2,351864.0
2024-04-18,부산,오프라인,뷰티,1,189994,0.24,144395.0
2024-01-15,부산,오프라인,가전,3,169688,0.29,361435.0
2024-07-04,서울,오프라인,도서,7,111913,0.09,712886.0
2024-10-11,서울,모바일앱,의류,9,67377,0.15,515434.0
2024-12-18,부산,온라인,식품,4,68081,0.01,269601.0
2024-06-28,서울,오프라인,식품,4,149668,0.08,550778.0
2024-11-16,부산,오프라인,의류,3,93695,0.11,250166.0
2024-12-26,서울,온라인,도서,1,25765,0.18,21127.0
2024-11-10,서울,모바일앱,가전,1,137141,0.14,117941.0
2024-06-19,대구,온라인,도서,5,31922,,142053.0
2024-04-29,부산,온라인,뷰티,7,197445,0.19,1119513.0
2024-12-23,서울,모바일앱,가전,1,86380,0.25,64785.0
2024-03-29,부산,온라인,뷰티,3,71689,0.07,200012.0
2024-05-30,인천,온라인,도서,11,15769,0.1,156113.0
2024-01-28,부산,온라인,식품,11,37706,0.21,327665.0
2024-10-17,대구,오프라인,도서,8,189801,0.23,1169174.0
2024-08-25,대전,모바일앱,도서,6,109737,0.25,493816.0
2024-02-01,부산,온라인,도서,7,180869,0.06,1190118.0
2024-03-22,대전,온라인,가전,5,191404,0.16,803897.0
2024-07-22,인천,온라인,가전,3,14542,0.27,31847.0
2024-07-16,서울,모바일앱,도서,5,79253,0.12,348713.0
2024-10-20,부산,온라인,식품,8,168470,0.13,1172551.0
2024-04-07,인천,모바일앱,식품,8,101655,0.3,569268.0
2024-12-04,대전,모바일앱,의류,8,104230,0.03,808825.0
2024-06-11,부산,온라인,도서,7,116168,0.21,642409.0
2024-10-28,서울,모바일앱,가전,1,141882,0.26,104993.0
2024-03-28,대구,오프라인,뷰티,7,188056,0.05,1250572.0
2024-01-14,서울,오프라인,의류,10,177951,0.21,1405813.0
2024-01-21,인천,온라인,가전,8,126892,0.14,873017.0
2024-05-16,부산,모바일앱,가전,7,117510,0.26,608702.0
2024-12-14,인천,오프라인,뷰티,3,75394,0.27,165113.0
2024-01-18,광주,오프라인,가전,9,27683,0.26,184369.0
2024-05-15,대구,모바일앱,의류,5,143257,0.02,701959.0
2024-02-09,대구,온라인,도서,3,5502,0.23,12710.0
2024-12-06,인천,모바일앱,의류,6,141143,0.28,609738.0
2024-09-04,광주,모바일앱,식품,2,101899,0.19,165076.0
2024-10-06,광주,온라인,가전,11,158363,0.18,1428434.0
2024-09-18,서울,온라인,도서,8,190100,0.01,1505592.0
2024-08-28,대구,온라인,의류,4,112832,0.26,333983.0
2024-10-10,서울,모바일앱,가전,9,116661,0.01,1039450.0
2024-01-03,광주,온라인,가전,1,100037,0.09,91034.0
2024-11-12,대구,오프라인,의류,5,77723,0.28,279803.0
2024-09-27,부산,온라인,가전,8,22330,0.28,128621.0
2024-09-27,서울,온라인,식품,1,11029,0.3,7720.0
2024-05-23,서울,오프라인,가전,8,145986,0.14,1004384.0
2024-10-20,인천,온라인,도서,10,183420,0.05,1742490.0
2024-05-19,서울,모바일앱,도서,7,15501,0.15,92231.0
2024-01-18,서울,온라인,도서,3,68795,0.03,200193.0
2024-11-28,광주,모바일앱,가전,9,123600,0.26,823176.0
2024-03-26,인천,온라인,식품,4,142431,0.17,472871.0
2024-02-07,서울,모바일앱,식품,9,148380,0.12,1175170.0
2024-08-15,서울,오프라인,도서,7,140376,0.02,962979.0
2024-03-26,대전,온라인,뷰티,2,21353,0.12,37581.0
2024-11-10,인천,온라인,식품,2,54507,0.26,80670.0
2024-06-11,대구,온라인,도서,1,96502,0.21,76237.0
2024-01-02,서울,오프라인,의류,1,17436,0.02,17087.0
2024-12-14,서울,모바일앱,뷰티,4,71920,0.05,273296.0
2024-07-07,서울,온라인,가전,1,80075,,70466.0
2024-04-06,인천,온라인,뷰티,11,195728,0.03,2088418.0
2024-09-04,서울,오프라인,의류,11,66840,0.28,529373.0
2024-07-13,서울,오프라인,식품,2,194417,0.2,311067.0
2024-01-11,인천,오프라인,가전,4,141549,0.03,549210.0
